"cu","Rmeas","draw","year","alpha","beta"
"Great Central","BYO","457",NA,220.870992819792,6172022.85590779
"Great Central","BYO","458",NA,206.370626151265,6298287.39415087
"Great Central","BYO","459",NA,213.602652175394,6226584.031217
"Great Central","BYO","460",NA,288.021991587975,5641019.50598739
"Great Central","BYO","461",NA,384.109780660584,5612046.90521806
"Great Central","BYO","462",NA,301.990084515678,5749042.77098688
"Great Central","BYO","463",NA,393.594245800204,5875102.77607895
"Great Central","BYO","464",NA,379.604413797916,5826228.82612917
"Great Central","BYO","465",NA,293.75390701443,6158338.77931319
"Great Central","BYO","466",NA,352.238032436766,5978490.17765765
"Great Central","BYO","467",NA,322.558221348033,5438101.57611593
"Great Central","BYO","468",NA,190.183423709546,6316189.40273669
"Great Central","BYO","469",NA,328.216658266986,5680863.43748815
"Great Central","BYO","470",NA,401.754759564599,5317936.23971062
"Great Central","BYO","471",NA,452.648076876784,5559524.59406796
"Great Central","BYO","472",NA,268.372317972581,5902710.48615916
"Great Central","BYO","473",NA,354.394953043081,5335996.13166595
"Great Central","BYO","474",NA,325.672936787572,6063089.80681379
"Great Central","BYO","475",NA,553.524410789994,5265985.87210265
"Great Central","BYO","476",NA,221.844341142628,6286065.62298624
"Great Central","BYO","477",NA,289.609840358827,5558316.20867126
"Great Central","BYO","478",NA,384.889730099561,5274296.69491388
"Great Central","BYO","479",NA,305.794274828922,5503414.84684801
"Great Central","BYO","480",NA,211.937075260851,6298541.88342996
"Great Central","BYO","481",NA,317.416327259954,5844516.73603005
"Great Central","BYO","482",NA,252.996979698948,5876098.02544782
"Great Central","BYO","483",NA,381.403244404178,5791712.23143948
"Great Central","BYO","484",NA,275.487316060606,5719884.95943242
"Great Central","BYO","485",NA,486.619751048102,5381770.26601987
"Great Central","BYO","486",NA,368.781760370047,5702945.01326124
"Great Central","BYO","487",NA,305.980762760515,5162722.10676027
"Great Central","BYO","488",NA,461.134302973228,5283226.98066657
"Great Central","BYO","489",NA,320.078912863764,5495833.84993538
"Great Central","BYO","490",NA,394.067297131585,5822612.32121544
"Great Central","BYO","491",NA,243.097114682797,5868485.89650211
"Great Central","BYO","492",NA,391.74170216446,5466187.14339566
"Great Central","BYO","493",NA,322.160202250879,5615466.97315497
"Great Central","BYO","494",NA,310.45968219037,5904407.45412989
"Great Central","BYO","495",NA,369.372701117033,5533585.55540031
"Great Central","BYO","496",NA,327.323686083252,5482720.28876759
"Great Central","BYO","497",NA,357.954992680722,5588597.259844
"Great Central","BYO","498",NA,347.232888534717,5682471.73859282
"Great Central","BYO","499",NA,342.38054497209,5625859.06802981
"Great Central","BYO","500",NA,309.602503698834,5678536.17918313
"Great Central","BYO","501",NA,377.562392969186,5658054.52615591
"Great Central","BYO","502",NA,349.919953402247,5337108.6855759
"Great Central","BYO","503",NA,271.368418057388,5915670.44857205
"Great Central","BYO","504",NA,267.555951332387,5905440.26433431
"Great Central","BYO","505",NA,284.490463168552,5670573.02578318
"Great Central","BYO","506",NA,205.945835964095,6282618.45530041
"Great Central","BYO","507",NA,338.192236405076,5472555.88679243
"Great Central","BYO","508",NA,256.692641413059,6347677.34807871
"Great Central","BYO","509",NA,339.206324088498,5799512.01249901
"Great Central","BYO","510",NA,315.715061764875,5684062.16637728
"Great Central","BYO","511",NA,297.487818916735,5744207.56008883
"Great Central","BYO","512",NA,285.733593203304,5776598.34930376
"Great Central","BYO","513",NA,221.21003951714,5916458.20305658
"Great Central","BYO","514",NA,431.754488836691,5363538.251067
"Great Central","BYO","515",NA,337.812779448054,6255078.39581092
"Great Central","BYO","516",NA,394.208097747268,5797225.78090856
"Great Central","BYO","517",NA,262.45738672526,6134944.50135061
"Great Central","BYO","518",NA,285.524185524205,5518847.23990963
"Great Central","BYO","519",NA,312.986044112966,5574709.47441536
"Great Central","BYO","520",NA,280.880625451168,5690850.91238677
"Great Central","BYO","521",NA,280.070620050448,5641262.22882246
"Great Central","BYO","522",NA,240.327582816951,5900270.29518731
"Great Central","BYO","523",NA,230.643410789904,6171814.71561524
"Great Central","BYO","524",NA,387.614503200084,5611392.2395401
"Great Central","BYO","525",NA,238.322585081567,5581704.43066568
"Great Central","BYO","526",NA,284.674184650473,6037976.53183517
"Great Central","BYO","527",NA,281.436634812346,5767301.35468444
"Great Central","BYO","528",NA,383.29963911817,5470635.86286233
"Great Central","BYO","529",NA,306.530835491735,5752651.01463203
"Great Central","BYO","530",NA,303.938393037081,5990088.56637765
"Great Central","BYO","531",NA,348.741425788413,5615276.58504036
"Great Central","BYO","532",NA,327.679594414337,6164344.47840544
"Great Central","BYO","533",NA,277.649950769922,5681586.25671581
"Great Central","BYO","534",NA,317.217278456769,6001923.68101724
"Great Central","BYO","535",NA,224.855061512899,6619978.52219295
"Great Central","BYO","536",NA,322.843683915365,5611597.92161649
"Great Central","BYO","537",NA,271.738575398254,6154720.54005116
"Great Central","BYO","538",NA,220.491779009859,5840296.3222466
"Great Central","BYO","539",NA,222.700864514728,6259148.160924
"Great Central","BYO","540",NA,323.914830701823,5618201.19898022
"Great Central","BYO","541",NA,342.214269517134,6002824.81554004
"Great Central","BYO","542",NA,347.615452898605,5344371.18177001
"Great Central","BYO","543",NA,433.675105374235,5436938.78295859
"Great Central","BYO","544",NA,253.46428656066,6508393.18985214
"Great Central","BYO","545",NA,291.62781035356,6322006.49785683
"Great Central","BYO","546",NA,386.35272914817,5691497.25451526
"Great Central","BYO","547",NA,356.237014898486,5724871.83761216
"Great Central","BYO","548",NA,292.203836367374,5639362.14091224
"Great Central","BYO","549",NA,283.866378259512,5972969.53323947
"Great Central","BYO","550",NA,430.45289793444,5857872.09488557
"Great Central","BYO","551",NA,245.487696568701,5718904.07285976
"Great Central","BYO","552",NA,307.54147021428,5545651.07433228
"Great Central","BYO","553",NA,319.843268781529,5877964.15968341
"Great Central","BYO","554",NA,340.50104824723,5643881.73291049
"Great Central","BYO","555",NA,278.159959983177,6062240.11015561
"Great Central","BYO","556",NA,337.487173372382,6031934.88303423
"Great Central","BYO","557",NA,233.788790245345,6187590.06775546
"Great Central","BYO","558",NA,279.611024892802,5909070.83428844
"Great Central","BYO","559",NA,339.551748490795,5546205.79259118
"Great Central","BYO","560",NA,347.959448431156,5859654.11239216
"Great Central","BYO","561",NA,350.686669295114,5729635.38765197
"Great Central","BYO","562",NA,489.693676589991,5352317.3430224
"Great Central","BYO","563",NA,316.490492782798,5794468.02468241
"Great Central","BYO","564",NA,236.979127357117,6050334.26300494
"Great Central","BYO","565",NA,406.103514410867,5568348.97094642
"Great Central","BYO","566",NA,252.05203584544,6078258.07242242
"Great Central","BYO","567",NA,256.351805783024,6016986.17851157
"Great Central","BYO","568",NA,285.856425879115,5740521.62584891
"Great Central","BYO","569",NA,432.974523021386,5592403.48126554
"Great Central","BYO","570",NA,491.891307941161,5652729.91802483
"Great Central","BYO","571",NA,235.628796111805,5924319.35285116
"Great Central","BYO","572",NA,258.143199442572,5924524.09788543
"Great Central","BYO","573",NA,279.810449873593,5886651.41463682
"Great Central","BYO","574",NA,306.521918702409,5983917.21518395
"Great Central","BYO","575",NA,335.161069465434,5870247.74455929
"Great Central","BYO","576",NA,401.187614411362,5862100.18385719
"Great Central","BYO","577",NA,325.223198775728,5351394.45506575
"Great Central","BYO","578",NA,310.763792938835,5775956.87882104
"Great Central","BYO","579",NA,326.277825158273,5724951.45473344
"Great Central","BYO","580",NA,291.505921402765,5555656.82570159
"Great Central","BYO","581",NA,229.328288944539,5692622.15070914
"Great Central","BYO","582",NA,288.238660149771,6105175.06554295
"Great Central","BYO","583",NA,417.29887716384,5748039.67221019
"Great Central","BYO","584",NA,425.547465936691,5785678.38594952
"Great Central","BYO","585",NA,266.737012908933,5854601.33873299
"Great Central","BYO","586",NA,364.858782451285,5937466.73214423
"Great Central","BYO","587",NA,280.919332374401,5672598.69495045
"Great Central","BYO","588",NA,382.707553142403,5859237.90229916
"Great Central","BYO","589",NA,206.19817694959,5856313.69502223
"Great Central","BYO","590",NA,373.538463443208,5515432.50278784
"Great Central","BYO","591",NA,365.992193371759,5568802.66949403
"Great Central","BYO","592",NA,254.262956219239,5485913.21782659
"Great Central","BYO","593",NA,300.812073173312,5478055.77842062
"Great Central","BYO","594",NA,374.578990284465,5700762.77096678
"Great Central","BYO","595",NA,369.700426947799,5959020.95001722
"Great Central","BYO","596",NA,257.681373533806,6073131.66769384
"Great Central","BYO","597",NA,268.386762892434,5844730.91386779
"Great Central","BYO","598",NA,248.797262086257,5900254.3013799
"Great Central","BYO","599",NA,261.57422685711,5860442.6920999
"Great Central","BYO","600",NA,286.742026191594,5556138.00716131
"Great Central","BYO","601",NA,290.683082276277,6076316.78711475
"Great Central","BYO","602",NA,291.46872534035,5582345.94901823
"Great Central","BYO","603",NA,333.344166199308,5615875.69265927
"Great Central","BYO","604",NA,229.317272902621,6401843.58474096
"Great Central","BYO","605",NA,441.584070782291,5595581.06929255
"Great Central","BYO","606",NA,359.196476752279,5678690.13024528
"Great Central","BYO","607",NA,290.479215341065,5911056.8867821
"Great Central","BYO","608",NA,348.067495429799,5557869.04607475
"Great Central","BYO","609",NA,366.665154064158,5698557.74571901
"Great Central","BYO","610",NA,436.231391357164,5435108.13748073
"Great Central","BYO","611",NA,388.842453399091,5477655.73336984
"Great Central","BYO","612",NA,264.796066220533,6137996.99949972
"Great Central","BYO","613",NA,269.310692496363,5704468.48873415
"Great Central","BYO","614",NA,228.986706641128,6040606.15752585
"Great Central","BYO","615",NA,254.720715967933,6143902.57011502
"Great Central","BYO","616",NA,302.741978764017,5936395.35610039
"Great Central","BYO","617",NA,384.560518273778,5435944.4025062
"Great Central","BYO","618",NA,302.369969043352,5821969.37312777
"Great Central","BYO","619",NA,474.749099064399,5700709.03633953
"Great Central","BYO","620",NA,428.516659921593,5765378.31588588
"Great Central","BYO","621",NA,382.055367619942,5542714.09678151
"Great Central","BYO","622",NA,307.616396094874,5566862.37826484
"Great Central","BYO","623",NA,393.889660460319,5362672.29274453
"Great Central","BYO","624",NA,217.76368041283,6547513.33180101
"Great Central","BYO","625",NA,474.14715181587,5162233.55373748
"Great Central","BYO","626",NA,323.142660773987,5858706.50118897
"Great Central","BYO","627",NA,225.958139347482,6076941.4296468
"Great Central","BYO","628",NA,325.241109717027,5680841.17211171
"Great Central","BYO","629",NA,387.372110262151,5559998.4182096
"Great Central","BYO","630",NA,268.869078435714,5772553.94886202
"Great Central","BYO","631",NA,506.526062813738,5268746.26450667
"Great Central","BYO","632",NA,379.875350192903,5841229.01524097
"Great Central","BYO","633",NA,407.528194543435,5196098.66613175
"Great Central","BYO","634",NA,374.022023155109,5546066.03307553
"Great Central","BYO","635",NA,324.127593188774,5586281.32150812
"Great Central","BYO","636",NA,296.307807262083,5658027.81418287
"Great Central","BYO","637",NA,271.443323721331,5926786.47980048
"Great Central","BYO","638",NA,326.480918007644,5919994.21486498
"Great Central","BYO","639",NA,377.031707854503,5619623.94129213
"Great Central","BYO","640",NA,385.329445128239,5417649.1798837
"Great Central","BYO","641",NA,255.899701913646,5757344.6500792
"Great Central","BYO","642",NA,259.869968780524,5996897.992673
"Great Central","BYO","643",NA,313.045124428131,6008860.8772023
"Great Central","BYO","644",NA,266.986141707062,6008697.61332984
"Great Central","BYO","645",NA,397.795528351963,5622632.994321
"Great Central","BYO","646",NA,323.938210561354,5818019.82932597
"Great Central","BYO","647",NA,282.603962756857,5759064.05931514
"Great Central","BYO","648",NA,210.764561129621,5907425.00926947
"Great Central","BYO","649",NA,338.732015809682,5547340.82477842
"Great Central","BYO","650",NA,280.031115556696,6134720.11839677
"Great Central","BYO","651",NA,267.250731846378,5710243.35654954
"Great Central","BYO","652",NA,238.758411488484,6038935.83584875
"Great Central","BYO","653",NA,244.285831358221,5798590.01780522
"Great Central","BYO","654",NA,251.992559953951,5704444.01886196
"Great Central","BYO","655",NA,252.100496676864,5797936.62799056
"Great Central","BYO","656",NA,416.675273009867,5441762.66926308
"Great Central","BYO","657",NA,295.208715288445,5673540.03332155
"Great Central","BYO","658",NA,370.79842348391,5307121.92353277
"Great Central","BYO","659",NA,434.40222877165,5378168.47156544
"Great Central","BYO","660",NA,389.233934682808,5624305.09041556
"Great Central","BYO","661",NA,425.724920364537,5397232.68016822
"Great Central","BYO","662",NA,383.322376091346,5453263.10906012
"Great Central","BYO","663",NA,255.61946068196,5950746.83588719
"Great Central","BYO","664",NA,215.206630888251,5776600.35851338
"Great Central","BYO","665",NA,281.287040271757,5444095.89934901
"Great Central","BYO","666",NA,250.713622338016,5600819.64923062
"Great Central","BYO","667",NA,316.219209139196,5708889.59550628
"Great Central","BYO","668",NA,353.199078768809,5414864.07660927
"Great Central","BYO","669",NA,298.040087727875,5780814.74800613
"Great Central","BYO","670",NA,298.599112801039,5919928.28847545
"Great Central","BYO","671",NA,282.101564835213,5934128.26245221
"Great Central","BYO","672",NA,315.651675920459,5944190.84760322
"Great Central","BYO","673",NA,418.746279429803,5836188.27295806
"Great Central","BYO","674",NA,349.409610383928,5623932.04715246
"Great Central","BYO","675",NA,357.717912337176,5403770.79961307
"Great Central","BYO","676",NA,280.655872800681,5432753.2629214
"Great Central","BYO","677",NA,371.205753953879,5294245.08334627
"Great Central","BYO","678",NA,393.000266833872,5786969.42832272
"Great Central","BYO","679",NA,240.23540988604,5691506.34811641
"Great Central","BYO","680",NA,288.892970839579,5899230.84741461
"Great Central","BYO","681",NA,410.746839693146,5479731.60724035
"Great Central","BYO","682",NA,434.032636013475,5987603.82155619
"Great Central","BYO","683",NA,255.524318414115,6321632.62033202
"Great Central","BYO","684",NA,284.846563491081,6472799.87327597
"Great Central","BYO","685",NA,386.417048105397,5680670.11637923
"Great Central","BYO","686",NA,364.25237816673,5539357.48676495
"Great Central","BYO","687",NA,345.237503608938,5707571.62456198
"Great Central","BYO","688",NA,330.506688922194,5679426.55989946
"Great Central","BYO","689",NA,286.376315917076,5654780.27271531
"Great Central","BYO","690",NA,372.04843181579,5635402.64621464
"Great Central","BYO","691",NA,238.422990060006,5815781.87599562
"Great Central","BYO","692",NA,297.64200872345,5695895.02410549
"Great Central","BYO","693",NA,303.008311743055,6025915.44233845
"Great Central","BYO","694",NA,288.162913821849,5600260.91986552
"Great Central","BYO","695",NA,312.076774019111,5929917.61156343
"Great Central","BYO","696",NA,345.393837588109,5968310.57266439
